,sentence,sentence_num,stimulus_id,experiment,story,passage_index,passage_label,passage_category
221,Others speculate that ramps zigzagged up the exterior walls of the pyramid.,221,243sentences.221,243sentences,243sentences.pyramid,66,pyramid,pyramid
222,Even beginner rock climbing takes courage and strength.,222,243sentences.222,243sentences,243sentences.rock_climbing,67,rock_climbing,rock_climbing
223,Climbers who are learning the sport can try scrambling on large boulders.,223,243sentences.223,243sentences,243sentences.rock_climbing,67,rock_climbing,rock_climbing
224,"Once they're comfortable with that, they can begin using ropes to safely climb vertical rock faces.",224,243sentences.224,243sentences,243sentences.rock_climbing,67,rock_climbing,rock_climbing
225,All of the boys on the trip were new to rock climbing.,225,243sentences.225,243sentences,243sentences.rock_climbing,68,rock_climbing,rock_climbing
226,Many were afraid of heights.,226,243sentences.226,243sentences,243sentences.rock_climbing,68,rock_climbing,rock_climbing
227,Having someone else check their knots and harnesses helped them calm down.,227,243sentences.227,243sentences,243sentences.rock_climbing,68,rock_climbing,rock_climbing
228,The adults set up climbing routes appropriate for beginners.,228,243sentences.228,243sentences,243sentences.rock_climbing,68,rock_climbing,rock_climbing
229,Free-climbing is one particular style of rock climbing.,229,243sentences.229,243sentences,243sentences.rock_climbing,69,rock_climbing,rock_climbing
230,The climber relies solely on her skill and physical strength to ascend a rock face.,230,243sentences.230,243sentences,243sentences.rock_climbing,69,rock_climbing,rock_climbing
231,Rope and bolts are the only equipment used.,231,243sentences.231,243sentences,243sentences.rock_climbing,69,rock_climbing,rock_climbing
232,They are meant only to stop the climber if she falls.,232,243sentences.232,243sentences,243sentences.rock_climbing,69,rock_climbing,rock_climbing
233,I hesitantly skied down the steep trail that my buddies convinced me to try.,233,243sentences.233,243sentences,243sentences.skiing,70,skiing,skiing
234,I made a bad turn and I found myself tumbling down.,234,243sentences.234,243sentences,243sentences.skiing,70,skiing,skiing
235,I finally came to a stop at a flat part of the slope.,235,243sentences.235,243sentences,243sentences.skiing,70,skiing,skiing
236,My skis were nowhere to be found and my poles were lodged in a snow drift up the hill.,236,243sentences.236,243sentences,243sentences.skiing,70,skiing,skiing
237,A major strength of professional skiers is how they use ski poles.,237,243sentences.237,243sentences,243sentences.skiing,71,skiing,skiing
238,Proper use of ski poles improves their balance and adds flair to their skiing.,238,243sentences.238,243sentences,243sentences.skiing,71,skiing,skiing
239,It minimizes the need for upper body movements to regain lost balance while skiing.,239,243sentences.239,243sentences,243sentences.skiing,71,skiing,skiing
240,New ski designs and stiffer boots let skiers turn more quickly.,240,243sentences.240,243sentences,243sentences.skiing,72,skiing,skiing
241,But faster and tighter turns increase the twisting force on the legs.,241,243sentences.241,243sentences,243sentences.skiing,72,skiing,skiing
242,"This has led to more injuries, particularly to ligaments in the skier's knee.",242,243sentences.242,243sentences,243sentences.skiing,72,skiing,skiing
243,An accordion is a portable musical instrument with two keyboards.,0,384sentences.0,384sentences,384sentences.music,1,Accordion,music
244,"One keyboard is used for individual notes, the other for chords.",1,384sentences.1,384sentences,384sentences.music,1,Accordion,music
245,Accordions produce sound with bellows that blow air through reeds.,2,384sentences.2,384sentences,384sentences.music,1,Accordion,music
246,An accordionist plays both keyboards while opening and closing the bellows.,3,384sentences.3,384sentences,384sentences.music,1,Accordion,music
247,An apartment is a self-contained home that is part of a building.,4,384sentences.4,384sentences,384sentences.dwelling,2,Apartment,dwelling
248,"An apartment may have one or more rooms, as well as a kitchen and a bathroom.",5,384sentences.5,384sentences,384sentences.dwelling,2,Apartment,dwelling
249,"Some apartments are for single people, others for families.",6,384sentences.6,384sentences,384sentences.dwelling,2,Apartment,dwelling
250,"The building can have a garage, a laundry facility or extra storage space.",7,384sentences.7,384sentences,384sentences.dwelling,2,Apartment,dwelling
251,"An apple is a fruit that can be green, red or yellow.",8,384sentences.8,384sentences,384sentences.fruit,3,Apple,fruit
252,"Apples have thin skin, a crisp, sweet pulp and seeds inside.",9,384sentences.9,384sentences,384sentences.fruit,3,Apple,fruit
253,Some very tart apples are used to make cider.,10,384sentences.10,384sentences,384sentences.fruit,3,Apple,fruit
254,"Apples can be eaten raw, roasted or baked in pies.",11,384sentences.11,384sentences,384sentences.fruit,3,Apple,fruit
255,Arson is the criminal act of burning a building or wildland.,12,384sentences.12,384sentences,384sentences.crime,4,Arson,crime
256,A fire investigation determines if a fire was caused by accident or arson.,13,384sentences.13,384sentences,384sentences.crime,4,Arson,crime
257,Arson can be done to cause damage to others or collect insurance.,14,384sentences.14,384sentences,384sentences.crime,4,Arson,crime
258,The severity of the crime depends on whether people were harmed.,15,384sentences.15,384sentences,384sentences.crime,4,Arson,crime
259,"An automobile, or car, is a wheeled vehicle for transporting passengers.",16,384sentences.16,384sentences,384sentences.vehicles_transport,5,Automobile,vehicles_transport
260,A car can be powered by a gasoline or electric engine.,17,384sentences.17,384sentences,384sentences.vehicles_transport,5,Automobile,vehicles_transport
261,"The driver steers the car on roads, other passengers just sit.",18,384sentences.18,384sentences,384sentences.vehicles_transport,5,Automobile,vehicles_transport
262,"Automobiles vary in size, number of doors and the type of trunk.",19,384sentences.19,384sentences,384sentences.vehicles_transport,5,Automobile,vehicles_transport
263,The axe is a tool used to split and cut wood.,20,384sentences.20,384sentences,384sentences.weapon,6,Axe,weapon
264,The axe usually consists of a head attached to a handle.,21,384sentences.21,384sentences,384sentences.weapon,6,Axe,weapon
265,"Historically, axe heads were made of stone and then metal.",22,384sentences.22,384sentences,384sentences.weapon,6,Axe,weapon
266,Axes are used by woodcutters and firemen entering buildings.,23,384sentences.23,384sentences,384sentences.weapon,6,Axe,weapon
267,"A banana is a long fruit that grows in bunchs, with a soft edible inside.",24,384sentences.24,384sentences,384sentences.fruit,7,Banana,fruit
268,"A banana when ripe can be yellow, purple or red and have small brown spots.",25,384sentences.25,384sentences,384sentences.fruit,7,Banana,fruit
269,"The greatest producers are tropical countries, such as India or Ecuador.",26,384sentences.26,384sentences,384sentences.fruit,7,Banana,fruit
270,Unripe bananas and plantains are staple foods and often cooked like potatoes.,27,384sentences.27,384sentences,384sentences.fruit,7,Banana,fruit
271,A bed is a piece of furniture used as a place to sleep or have sex in.,28,384sentences.28,384sentences,384sentences.furniture,8,Bed,furniture
272,"A bed is made of a mattress and a box spring, plus sheets, pillows and covers.",29,384sentences.29,384sentences,384sentences.furniture,8,Bed,furniture
273,"In waterbeds the mattress is filled with water, and in airbeds it is filled with air.",30,384sentences.30,384sentences,384sentences.furniture,8,Bed,furniture
274,"Another type of bed is the hammock, a fabric sling suspended above the ground.",31,384sentences.31,384sentences,384sentences.furniture,8,Bed,furniture
275,"A bee is a flying insect, with a black and yellow body and six legs.",32,384sentences.32,384sentences,384sentences.insect,9,Bee,insect
276,Bees spread pollen between flowers as they collect nectar to make honey.,33,384sentences.33,384sentences,384sentences.insect,9,Bee,insect
277,Bees are social insects and live together in a colony located in a hive.,34,384sentences.34,384sentences,384sentences.insect,9,Bee,insect
278,Many bees have stingers and can attack if they feel threatened.,35,384sentences.35,384sentences,384sentences.insect,9,Bee,insect
279,A bicycle is a vehicle with two wheels and pedals on a frame.,36,384sentences.36,384sentences,384sentences.vehicles_transport,10,Bicycle,vehicles_transport
280,A bicycle is propelled by the pedalling of a cyclist on the saddle.,37,384sentences.37,384sentences,384sentences.vehicles_transport,10,Bicycle,vehicles_transport
281,The wheels have rubber tires with an inner tube full of air.,38,384sentences.38,384sentences,384sentences.vehicles_transport,10,Bicycle,vehicles_transport
282,"People use bicycles for transportation, recreation and racing.",39,384sentences.39,384sentences,384sentences.vehicles_transport,10,Bicycle,vehicles_transport
283,A blacksmith creates objects by forging iron or steel.,40,384sentences.40,384sentences,384sentences.profession,11,Blacksmith,profession
284,A blacksmith hammers and bends hot iron on an anvil to change its shape.,41,384sentences.41,384sentences,384sentences.profession,11,Blacksmith,profession
285,Blacksmiths wears a thick apron and handle the metal with tongs.,42,384sentences.42,384sentences,384sentences.profession,11,Blacksmith,profession
286,"Blacksmiths make objects like weapons, horse shoes or iron furniture.",43,384sentences.43,384sentences,384sentences.profession,11,Blacksmith,profession
287,A blender is a kitchen appliance used to mix ingredients or puree food.,44,384sentences.44,384sentences,384sentences.appliance,12,Blender,appliance
288,Blenders have a glass or plastic container with a rotating blade in the bottom.,45,384sentences.45,384sentences,384sentences.appliance,12,Blender,appliance
289,Blenders are used to make milk shakes and fruit smoothies.,46,384sentences.46,384sentences,384sentences.appliance,12,Blender,appliance
290,Blenders are also used to make cold alcoholic drinks with crushed ice.,47,384sentences.47,384sentences,384sentences.appliance,12,Blender,appliance
291,A boy is a young male child who has not undergone puberty.,48,384sentences.48,384sentences,384sentences.human,13,Boy,human
292,The term is used to indicate sex distinctions relative to girls.,49,384sentences.49,384sentences,384sentences.human,13,Boy,human
293,Traditionally boys like to play rough games and fight with each other.,50,384sentences.50,384sentences,384sentences.human,13,Boy,human
294,An adult male behaving immaturely is often referred to as a boy.,51,384sentences.51,384sentences,384sentences.human,13,Boy,human
295,Broccoli is a plant in the cabbage family.,52,384sentences.52,384sentences,384sentences.vegetable,14,Broccoli,vegetable
296,"Broccoli has a green flower head and a thick, tough stalk.",53,384sentences.53,384sentences,384sentences.vegetable,14,Broccoli,vegetable
297,"Broccoli is high in vitamins, fiber and other nutrients.",54,384sentences.54,384sentences,384sentences.vegetable,14,Broccoli,vegetable
298,"Broccoli can be boiled, stir-fried or eaten raw.",55,384sentences.55,384sentences,384sentences.vegetable,14,Broccoli,vegetable
299,A butterfly is a flying insect with four large wings.,56,384sentences.56,384sentences,384sentences.insect,15,Butterfly,insect
300,The wings of butterflies can be very colorful and patterned.,57,384sentences.57,384sentences,384sentences.insect,15,Butterfly,insect
301,Metamorphosis is the transformation of a caterpillar into a butterfly.,58,384sentences.58,384sentences,384sentences.insect,15,Butterfly,insect
302,Some people collect butterflies because of their colorful wings.,59,384sentences.59,384sentences,384sentences.insect,15,Butterfly,insect
303,A carpenter is an artist or manual laborer who works with wood.,60,384sentences.60,384sentences,384sentences.profession,16,Carpenter,profession
304,"Carpenters build and repair houses, furniture, boats and other objects.",61,384sentences.61,384sentences,384sentences.profession,16,Carpenter,profession
305,"Carpenters use tools such as hammers, saws, pliers and planes.",62,384sentences.62,384sentences,384sentences.profession,16,Carpenter,profession
306,A luthier is a carpenter that makes and repairs musical instruments.,63,384sentences.63,384sentences,384sentences.profession,16,Carpenter,profession
307,Cats are small furry animals with four legs and a tail.,64,384sentences.64,384sentences,384sentences.animal,17,Cat,animal
308,Cats like to groom themselves by licking their fur.,65,384sentences.65,384sentences,384sentences.animal,17,Cat,animal
309,"Cats can hunt mice or birds, but are often fed by their owners.",66,384sentences.66,384sentences,384sentences.animal,17,Cat,animal
310,The claws of cats are retractable so that they keep sharp.,67,384sentences.67,384sentences,384sentences.animal,17,Cat,animal
311,A chair is a piece of furniture designed for people to sit on.,68,384sentences.68,384sentences,384sentences.furniture,18,Chair,furniture
312,"Chairs consist of a seat raised above floor level, supported by legs.",69,384sentences.69,384sentences,384sentences.furniture,18,Chair,furniture
313,"Chairs can also have back and arm rests, as well as a cushion.",70,384sentences.70,384sentences,384sentences.furniture,18,Chair,furniture
314,Seats are fixed chairs located in vehicles or in places like cinemas.,71,384sentences.71,384sentences,384sentences.furniture,18,Chair,furniture
315,A clarinet is a woodwind musical instrument.,72,384sentences.72,384sentences,384sentences.music,19,Clarinet,music
316,A clarinet is a long black tube with a flare at the bottom.,73,384sentences.73,384sentences,384sentences.music,19,Clarinet,music
317,The player chooses notes by pressing keys and holes.,74,384sentences.74,384sentences,384sentences.music,19,Clarinet,music
318,The clarinet is used both in jazz and classical music.,75,384sentences.75,384sentences,384sentences.music,19,Clarinet,music
319,A cod is a fish that lives in the colder areas of the Atlantic.,76,384sentences.76,384sentences,384sentences.fish,20,Cod,fish
320,"Cod flesh is white and mild-tasting, and flakes easily when cooked.",77,384sentences.77,384sentences,384sentences.fish,20,Cod,fish
321,"Fresh cod is used for fish and chips, salted cod for elaborate dishes.",78,384sentences.78,384sentences,384sentences.fish,20,Cod,fish
322,"Cod has been caught, salted and traded since the time of the Vikings.",79,384sentences.79,384sentences,384sentences.fish,20,Cod,fish
323,"Coffee is made from coffee beans, the seeds of the coffee plant.",80,384sentences.80,384sentences,384sentences.drink_non_alcoholic,21,Coffee,drink_non_alcoholic
324,"Coffee is a popular drink in many countries, and usually served hot.",81,384sentences.81,384sentences,384sentences.drink_non_alcoholic,21,Coffee,drink_non_alcoholic
325,Coffee contains a mild drug called caffeine that keeps people awake.,82,384sentences.82,384sentences,384sentences.drink_non_alcoholic,21,Coffee,drink_non_alcoholic
326,Coffee is the world's seventh-largest legal agricultural export.,83,384sentences.83,384sentences,384sentences.drink_non_alcoholic,21,Coffee,drink_non_alcoholic
327,A desert is a natural environment where almost no rain falls.,84,384sentences.84,384sentences,384sentences.landscape,22,Desert,landscape
328,Hot deserts are usually filled with sand dunes or rocks.,85,384sentences.85,384sentences,384sentences.landscape,22,Desert,landscape
329,Some animals and plants have adapted to live in deserts.,86,384sentences.86,384sentences,384sentences.landscape,22,Desert,landscape
330,The biggest hot desert is the Sahara in northern Africa.,87,384sentences.87,384sentences,384sentences.landscape,22,Desert,landscape
331,"A desk is a piece of furniture used for working at, sometimes with a computer.",88,384sentences.88,384sentences,384sentences.furniture,23,Desk,furniture
332,"A desk has a flat surface and can be made of wood, plastic or metal.",89,384sentences.89,384sentences,384sentences.furniture,23,Desk,furniture
333,A desk may have drawers to store supplies and papers.,90,384sentences.90,384sentences,384sentences.furniture,23,Desk,furniture
334,A cubicle consists of a desk surrounded by partitions on three sides.,91,384sentences.91,384sentences,384sentences.furniture,23,Desk,furniture
335,A door is a movable barrier to entrance or exit from an enclosed area.,92,384sentences.92,384sentences,384sentences.building_part,24,Door,building_part
336,Most doors have locks to control who gets to pass through them.,93,384sentences.93,384sentences,384sentences.building_part,24,Door,building_part
337,Most doors are opened by pushing or pulling a handle after they are unlocked.,94,384sentences.94,384sentences,384sentences.building_part,24,Door,building_part
338,Other types of doors can slide or consist of a revolving chamber.,95,384sentences.95,384sentences,384sentences.building_part,24,Door,building_part
339,A dress is a piece of clothing that women sometimes wear.,96,384sentences.96,384sentences,384sentences.clothing,25,Dress,clothing
340,"A dress is like a shirt attached to a long, matching skirt.",97,384sentences.97,384sentences,384sentences.clothing,25,Dress,clothing
341,"A dress is usually worn at formal occasions, such as a wedding or a dance.",98,384sentences.98,384sentences,384sentences.clothing,25,Dress,clothing
342,It can be hard to climb stairs or ride a bike in a dress.,99,384sentences.99,384sentences,384sentences.clothing,25,Dress,clothing
343,Drunk driving is the act of driving under the effects of alcohol.,100,384sentences.100,384sentences,384sentences.crime,26,Driving_under_the_influence,crime
344,Drunk driving of any vehicle is a crime in most of the world.,101,384sentences.101,384sentences,384sentences.crime,26,Driving_under_the_influence,crime
345,It plays a role in almost half of all vehicle-related deaths.,102,384sentences.102,384sentences,384sentences.crime,26,Driving_under_the_influence,crime
346,Drunk drivers are caught by field sobriety and breathing tests.,103,384sentences.103,384sentences,384sentences.crime,26,Driving_under_the_influence,crime
347,A drought is a persistent shortage of the water supply caused by lack of rain.,104,384sentences.104,384sentences,384sentences.disaster,27,Drought,disaster
348,Drought will cause crops and plants to stop growing and die.,105,384sentences.105,384sentences,384sentences.disaster,27,Drought,disaster
349,Extreme drought will eventually turn areas into desert and cause famine.,106,384sentences.106,384sentences,384sentences.disaster,27,Drought,disaster
350,Large numbers of people have to migrate away from dust bowls.,107,384sentences.107,384sentences,384sentences.disaster,27,Drought,disaster
351,Eagles are large birds of prey that hunt during the day and have very good eyesight.,108,384sentences.108,384sentences,384sentences.bird,28,Eagle,bird
352,"Eagles have hooked beaks for tearing flesh, strong legs and sharp talons.",109,384sentences.109,384sentences,384sentences.bird,28,Eagle,bird
353,Eagles live in eyries and some species eat fish and others small mammals.,110,384sentences.110,384sentences,384sentences.bird,28,Eagle,bird
354,The bald eagle has a bright white head and is the national bird of the United States.,111,384sentences.111,384sentences,384sentences.bird,28,Eagle,bird
355,Earthquakes shake the ground and can knock down buildings and other structures.,112,384sentences.112,384sentences,384sentences.disaster,29,Earthquake,disaster
356,The shaking can also trigger landslides and volcanic activity.,113,384sentences.113,384sentences,384sentences.disaster,29,Earthquake,disaster
357,Most earthquakes are caused by the release of energy in the Earth's crust.,114,384sentences.114,384sentences,384sentences.disaster,29,Earthquake,disaster
358,An earthquake at sea can displace the seabed and cause a tsunami.,115,384sentences.115,384sentences,384sentences.disaster,29,Earthquake,disaster
359,"Elephants are the largest kind of land mammal, weighing several tons.",116,384sentences.116,384sentences,384sentences.animal,30,Elephant,animal
360,"An elephant has a long nose called a trunk, which can grab things or food.",117,384sentences.117,384sentences,384sentences.animal,30,Elephant,animal
361,"The elephant has a pair of ivory tusks, for moving objects or digging into trees.",118,384sentences.118,384sentences,384sentences.animal,30,Elephant,animal
362,The elephant flaps its large ears to cool the blood in them and its body.,119,384sentences.119,384sentences,384sentences.animal,30,Elephant,animal
363,The eye is an organ for sensing light and coding it for the visual cortex.,120,384sentences.120,384sentences,384sentences.body_part,31,Eye,body_part
364,"Most animals have complex eyes which can detect color, motion and texture.",121,384sentences.121,384sentences,384sentences.body_part,31,Eye,body_part
365,The fovea is the center of the human eye and the most sensitive part of it.,122,384sentences.122,384sentences,384sentences.body_part,31,Eye,body_part
366,Insects have compound eyes made up of eye units facing in many directions.,123,384sentences.123,384sentences,384sentences.body_part,31,Eye,body_part
367,A farm is land used to grow plants or raise animals for food.,124,384sentences.124,384sentences,384sentences.place,32,Farm,place
368,Farmers are the people who run the farm and decide what to produce.,125,384sentences.125,384sentences,384sentences.place,32,Farm,place
369,"Farms usually have a house for farmers, a silo and a barn.",126,384sentences.126,384sentences,384sentences.place,32,Farm,place
370,A cooperative is a farm where many farmers share the land and equipment.,127,384sentences.127,384sentences,384sentences.place,32,Farm,place
371,Primates usually have four fingers and a thumb on each hand.,128,384sentences.128,384sentences,384sentences.body_part,33,Finger,body_part
372,"Fingers are used for grasping, writing, grooming and other activities.",129,384sentences.129,384sentences,384sentences.body_part,33,Finger,body_part
373,"The fingertips are sensitive to temperature, pressure and vibration.",130,384sentences.130,384sentences,384sentences.body_part,33,Finger,body_part
374,The nail protects the tip of the finger and can be grown or decorated.,131,384sentences.131,384sentences,384sentences.body_part,33,Finger,body_part
375,A flood is an overflow of an expanse of water that submerges inhabited land.,132,384sentences.132,384sentences,384sentences.disaster,34,Flood,disaster
376,"Flood can be caused by heavy rain or rapid snow melt, as well as earthquakes at sea.",133,384sentences.133,384sentences,384sentences.disaster,34,Flood,disaster
377,In a flood a river will flow out of its channel or break dams and levees.,134,384sentences.134,384sentences,384sentences.disaster,34,Flood,disaster
378,During a flood people evacuate and the contaminated water causes diseases.,135,384sentences.135,384sentences,384sentences.disaster,34,Flood,disaster
379,"A floor is a horizontal surface inside a building, used for walking on.",136,384sentences.136,384sentences,384sentences.building_part,35,Floor,building_part
380,"Floors may be made of bare concrete, tile, linoleum or wooden floorboards.",137,384sentences.137,384sentences,384sentences.building_part,35,Floor,building_part
381,"People often put carpets on a floor, for comfort and to dampen noise.",138,384sentences.138,384sentences,384sentences.building_part,35,Floor,building_part
382,In buildings the floor often has pipes and electrical wiring under it.,139,384sentences.139,384sentences,384sentences.building_part,35,Floor,building_part
383,A foot is a body part on the end of a leg. ,140,384sentences.140,384sentences,384sentences.body_part,36,Foot,body_part
384,"People use their feet when walking, running or standing straight.",141,384sentences.141,384sentences,384sentences.body_part,36,Foot,body_part
385,"People also use their feet to kick, in both fighting and sports.",142,384sentences.142,384sentences,384sentences.body_part,36,Foot,body_part
386,Many cultures have rules for behavior related to feet.,143,384sentences.143,384sentences,384sentences.body_part,36,Foot,body_part
387,A forest is an area with a high density of trees and canopy cover.,144,384sentences.144,384sentences,384sentences.landscape,37,Forest,landscape
388,The type of forest depends on temperature and rainfall in its location.,145,384sentences.145,384sentences,384sentences.landscape,37,Forest,landscape
389,"A forest ecosystem has various types of trees and animals, as well as ground plants.",146,384sentences.146,384sentences,384sentences.landscape,37,Forest,landscape
390,Deforestation is the cutting down of forests disregarding regeneration.,147,384sentences.147,384sentences,384sentences.landscape,37,Forest,landscape
391,"A fork is a tool for eating solid foods, with a handle and several tines.",148,384sentences.148,384sentences,384sentences.kitchen_utensil,38,Fork,kitchen_utensil
392,"Forks are usually  made of metal, or plastic, if disposable.",149,384sentences.149,384sentences,384sentences.kitchen_utensil,38,Fork,kitchen_utensil
393,Forks are used to lift food to the mouth or to hold food in place while cutting.,150,384sentences.150,384sentences,384sentences.kitchen_utensil,38,Fork,kitchen_utensil
394,"Forks are used in Western cultures, and there are special kinds for various foods.",151,384sentences.151,384sentences,384sentences.kitchen_utensil,38,Fork,kitchen_utensil
395,A frying pan is a small pan with sloping sides and a handle.,152,384sentences.152,384sentences,384sentences.kitchen_utensil,39,Frying_pan,kitchen_utensil
396,"A frying pan is used to fry, sear and brown food.",153,384sentences.153,384sentences,384sentences.kitchen_utensil,39,Frying_pan,kitchen_utensil
397,The food is cooked on oil covering the bottom of the pan.,154,384sentences.154,384sentences,384sentences.kitchen_utensil,39,Frying_pan,kitchen_utensil
398,Frying pans are made of iron or teflon-clad steel.,155,384sentences.155,384sentences,384sentences.kitchen_utensil,39,Frying_pan,kitchen_utensil
399,A girl is a female human who has not yet reached maturity.,156,384sentences.156,384sentences,384sentences.human,40,Girl,human
400,At puberty the body of a girl develops into that of a woman.,157,384sentences.157,384sentences,384sentences.human,40,Girl,human
401,Girls often like playing with dolls and social games.,158,384sentences.158,384sentences,384sentences.human,40,Girl,human
402,Girls sometimes grow long hair and wear dresses and skirts.,159,384sentences.159,384sentences,384sentences.human,40,Girl,human
403,A glove is a piece of clothing that covers the hand and fingers.,160,384sentences.160,384sentences,384sentences.clothing,41,Glove,clothing
404,Gloves to protect against cold are made of wool or lined waterproof material.,161,384sentences.161,384sentences,384sentences.clothing,41,Glove,clothing
405,Disposable rubber or latex gloves are used to shield hands from germs or chemicals.,162,384sentences.162,384sentences,384sentences.clothing,41,Glove,clothing
406,A mitten is a kind of glove where the four fingers are covered together.,163,384sentences.163,384sentences,384sentences.clothing,41,Glove,clothing
407,A hammer is a tool used to deliver an impact to an object.,164,384sentences.164,384sentences,384sentences.tool,42,Hammer,tool
408,A hammer is most often used to drive nails into wood.,165,384sentences.165,384sentences,384sentences.tool,42,Hammer,tool
409,The claw on the head can be used to remove nails.,166,384sentences.166,384sentences,384sentences.tool,42,Hammer,tool
410,Hammers vary in the shape of the head and handle length.,167,384sentences.167,384sentences,384sentences.tool,42,Hammer,tool
411,A hand grenade is an explosive used as a weapon against people.,168,384sentences.168,384sentences,384sentences.weapon,43,Hand_grenade,weapon
412,Hand grenades are thrown and timed to explode a bit after that.,169,384sentences.169,384sentences,384sentences.weapon,43,Hand_grenade,weapon
413,Grenades can also be fired from rifles or shoulder launchers.,170,384sentences.170,384sentences,384sentences.weapon,43,Hand_grenade,weapon
414,Tear gas grenades are thrown into the middle of a mob to disperse it.,171,384sentences.171,384sentences,384sentences.weapon,43,Hand_grenade,weapon
415,"A horse is a large hoofed mammal with four long, muscular legs.",172,384sentences.172,384sentences,384sentences.animal,44,Horse,animal
416,"A horse has a tail and a mane on its neck, and is usually gray or brown.",173,384sentences.173,384sentences,384sentences.animal,44,Horse,animal
417,"Horses have been used for draft work, travel and entertainment.",174,384sentences.174,384sentences,384sentences.animal,44,Horse,animal
418,"A human can ride a horse while it walks, trots or gallops.",175,384sentences.175,384sentences,384sentences.animal,44,Horse,animal
419,People go to hospitals to be healed when they are sick or injured.,176,384sentences.176,384sentences,384sentences.place,45,Hospital,place
420,"Hospitals are staffed by professional physicians, surgeons, and nurses.",177,384sentences.177,384sentences,384sentences.place,45,Hospital,place
421,"Some patients go there for specialist diagnosis or therapy, leaving the same day.",178,384sentences.178,384sentences,384sentences.place,45,Hospital,place
422,For some operations or treatments patients have to stay for several weeks.,179,384sentences.179,384sentences,384sentences.place,45,Hospital,place
423,A house is a permanent building or structure for people or families to live in.,180,384sentences.180,384sentences,384sentences.dwelling,46,House,dwelling
424,"A house has a roof and walls to keep out cold and rain, and windows to let light in.",181,384sentences.181,384sentences,384sentences.dwelling,46,House,dwelling
425,"A house can have rooms for purposes like sleeping, cooking or washing.",182,384sentences.182,384sentences,384sentences.dwelling,46,House,dwelling
426,Most people leave the house to work and come back at night to eat and sleep.,183,384sentences.183,384sentences,384sentences.dwelling,46,House,dwelling
427,An igloo is a type of shelter made from blocks of snow by Inuit.,184,384sentences.184,384sentences,384sentences.dwelling,47,Igloo,dwelling
428,Igloos are built in places where snow covers the land most of the time.,185,384sentences.185,384sentences,384sentences.dwelling,47,Igloo,dwelling
429,"Igloos are often built in the shape of a dome, with an entrance tunnel.",186,384sentences.186,384sentences,384sentences.dwelling,47,Igloo,dwelling
430,"Air pockets in snow insulate the space, and body heat warms igloos.",187,384sentences.187,384sentences,384sentences.dwelling,47,Igloo,dwelling
431,A knife is a tool with a sharp edge that is used to cut things.,188,384sentences.188,384sentences,384sentences.kitchen_utensil,48,Knife,kitchen_utensil
432,"Modern knives consist of a handle and a blade, usually made of metal.",189,384sentences.189,384sentences,384sentences.kitchen_utensil,48,Knife,kitchen_utensil
433,Knives have also been used as weapons and instruments in rituals.,190,384sentences.190,384sentences,384sentences.kitchen_utensil,48,Knife,kitchen_utensil
434,"A knife can be used to attack by slashing, stabbing or throwing. ",191,384sentences.191,384sentences,384sentences.kitchen_utensil,48,Knife,kitchen_utensil
435,Lentils are the seeds of a plant of the legume family.,192,384sentences.192,384sentences,384sentences.vegetable,49,Lentil,vegetable
436,"Lentils can be red, green, brown, black or yellow.",193,384sentences.193,384sentences,384sentences.vegetable,49,Lentil,vegetable
437,Lentils are commonly used in Indian and Mediterranean cuisines.,194,384sentences.194,384sentences,384sentences.vegetable,49,Lentil,vegetable
438,Lentils are cooked by boiling and are a great source of protein.,195,384sentences.195,384sentences,384sentences.vegetable,49,Lentil,vegetable
439,Lettuce is a biennial plant often grown in temperate climates as a leaf vegetable.,196,384sentences.196,384sentences,384sentences.vegetable,50,Lettuce,vegetable
440,"Lettuce can be eaten cold and raw, in salads and other dishes, or cooked.",197,384sentences.197,384sentences,384sentences.vegetable,50,Lettuce,vegetable
441,Lettuce is considered fairly easy to grow and a suitable crop for beginners.,198,384sentences.198,384sentences,384sentences.vegetable,50,Lettuce,vegetable
442,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",199,384sentences.199,384sentences,384sentences.vegetable,50,Lettuce,vegetable
443,"A library is a place where a collection of books, documents and media is kept.",200,384sentences.200,384sentences,384sentences.place,51,Library,place
444,Librarians work at libraries and are experts at finding and organizing information.,201,384sentences.201,384sentences,384sentences.place,51,Library,place
445,People can go to public libraries and borrow books to take home for several weeks.,202,384sentences.202,384sentences,384sentences.place,51,Library,place
446,Academic libraries support scholarly research and have specialized books.,203,384sentences.203,384sentences,384sentences.place,51,Library,place
447,A log cabin is a small house built from round logs.,204,384sentences.204,384sentences,384sentences.dwelling,52,Log_cabin,dwelling
448,Log cabin is a symbol of American frontier life and humble origins.,205,384sentences.205,384sentences,384sentences.dwelling,52,Log_cabin,dwelling
449,Log cabins were used as first shelters by european settlers.,206,384sentences.206,384sentences,384sentences.dwelling,52,Log_cabin,dwelling
450,Log cabins were built using logs with notch joints at the ends.,207,384sentences.207,384sentences,384sentences.dwelling,52,Log_cabin,dwelling
451,A man is a male human adult.,208,384sentences.208,384sentences,384sentences.human,53,Man,human
452,A boy becomes a man after passing through puberty.,209,384sentences.209,384sentences,384sentences.human,53,Man,human
453,Manhood is associated with masculinity and virility.,210,384sentences.210,384sentences,384sentences.human,53,Man,human
454,"Men differ from women in height, weight, and body structure.",211,384sentences.211,384sentences,384sentences.human,53,Man,human
